Source,Time,Location
628320,2025-01-03 03:45:26,4.0
546593,2025-01-03 10:50:42,0.0
639642,2025-01-20 01:48:34,5.0
557269,2025-01-22 01:56:56,4.0
579305,2025-01-24 01:42:04,0.0
569329,2025-02-21 05:30:43,0.0
536906,2025-02-23 11:00:02,5.0
546593,2025-03-21 02:24:25,0.0
579305,2025-03-21 06:32:26,0.0
536906,2025-03-27 14:42:42,5.0
464579,2025-04-13 06:00:05,0.0
657526,2025-04-23 13:00:39,1.0
536906,2025-04-28 11:00:50,5.0
536906,2025-05-06 04:40:10,5.0
544636,2025-05-06 13:21:39,3.0
464579,2025-05-07 04:30:26,0.0
557269,2025-05-10 04:02:09,4.0
464579,2025-05-19 02:28:26,0.0
544636,2025-05-21 10:43:21,3.0
588172,2025-05-22 05:02:38,4.0
536906,2025-05-26 04:00:27,5.0
628320,2025-05-27 17:09:47,4.0
588172,2025-06-04 02:03:44,4.0
464579,2025-06-09 08:22:54,0.0
585606,2025-06-19 10:58:26,3.0
636721,2025-06-25 08:03:36,1.0
464579,2025-06-28 16:01:42,0.0
536906,2025-07-05 19:22:43,5.0
579305,2025-07-10 10:20:41,0.0
557269,2025-07-14 04:45:49,4.0
464579,2025-07-27 03:51:03,0.0
655963,2025-07-29 11:46:15,0.0
584457,2025-08-02 14:18:37,3.0
655963,2025-08-03 05:24:03,0.0
536906,2025-08-06 09:48:24,5.0
579305,2025-08-12 20:36:11,0.0
655963,2025-08-31 05:46:52,0.0
492850,2025-09-05 11:12:08,3.0
464579,2025-09-06 01:13:44,0.0
536906,2025-09-15 01:24:40,5.0
482012,2025-09-18 03:48:16,3.0
544636,2025-09-23 08:24:26,3.0
536906,2025-10-07 09:10:34,5.0
483005,2025-10-08 05:02:22,5.0
483005,2025-10-08 18:45:41,5.0
588172,2025-10-16 12:53:45,4.0
636721,2025-10-20 02:52:04,1.0
492850,2025-10-28 01:48:42,3.0
492850,2025-10-28 07:05:03,3.0
464579,2025-11-01 01:44:57,0.0
557269,2025-11-08 11:40:34,4.0
536906,2025-11-09 05:41:03,5.0
464579,2025-11-12 15:18:10,0.0
464579,2025-11-15 00:12:11,0.0
536906,2025-12-05 02:32:48,5.0
584457,2025-12-06 08:06:26,3.0
492850,2025-12-13 06:20:27,3.0
639642,2025-12-15 04:12:31,5.0
464579,2025-12-17 03:02:36,0.0
655963,2025-12-22 08:52:31,0.0
579305,2025-12-27 06:08:52,0.0
557269,2025-01-03 03:45:26,4.0
492850,2025-01-03 10:50:42,3.0
639642,2025-01-20 01:48:34,5.0
544636,2025-01-22 01:56:56,3.0
544636,2025-01-24 01:42:04,3.0
482012,2025-02-21 05:30:43,3.0
492850,2025-02-23 11:00:02,3.0
588172,2025-03-21 02:24:25,4.0
639642,2025-03-21 06:32:26,5.0
516873,2025-03-27 14:42:42,2.0
580237,2025-04-13 06:00:05,1.0
536906,2025-04-23 13:00:39,5.0
579305,2025-04-28 11:00:50,0.0
628320,2025-05-06 04:40:10,4.0
557269,2025-05-06 13:21:39,4.0
579305,2025-05-07 04:30:26,0.0
544636,2025-05-10 04:02:09,3.0
537816,2025-05-19 02:28:26,3.0
579305,2025-05-21 10:43:21,0.0
569329,2025-05-22 05:02:38,0.0
655963,2025-05-26 04:00:27,0.0
584457,2025-05-27 17:09:47,3.0
482012,2025-06-04 02:03:44,3.0
