Source,Time,Target
628320,2025-01-03 03:45:26,557269
546593,2025-01-03 10:50:42,492850
639642,2025-01-20 01:48:34,639642
557269,2025-01-22 01:56:56,544636
579305,2025-01-24 01:42:04,544636
569329,2025-02-21 05:30:43,482012
536906,2025-02-23 11:00:02,492850
546593,2025-03-21 02:24:25,588172
579305,2025-03-21 06:32:26,639642
536906,2025-03-27 14:42:42,516873
464579,2025-04-13 06:00:05,580237
657526,2025-04-23 13:00:39,536906
536906,2025-04-28 11:00:50,579305
536906,2025-05-06 04:40:10,628320
544636,2025-05-06 13:21:39,557269
464579,2025-05-07 04:30:26,579305
557269,2025-05-10 04:02:09,544636
464579,2025-05-19 02:28:26,537816
544636,2025-05-21 10:43:21,579305
588172,2025-05-22 05:02:38,569329
536906,2025-05-26 04:00:27,655963
628320,2025-05-27 17:09:47,584457
588172,2025-06-04 02:03:44,482012
464579,2025-06-09 08:22:54,558089
585606,2025-06-19 10:58:26,544636
636721,2025-06-25 08:03:36,580798
464579,2025-06-28 16:01:42,578749
536906,2025-07-05 19:22:43,601496
579305,2025-07-10 10:20:41,601496
557269,2025-07-14 04:45:49,655963
464579,2025-07-27 03:51:03,571670
655963,2025-07-29 11:46:15,579305
584457,2025-08-02 14:18:37,579305
655963,2025-08-03 05:24:03,601496
536906,2025-08-06 09:48:24,639642
579305,2025-08-12 20:36:11,639642
655963,2025-08-31 05:46:52,655963
492850,2025-09-05 11:12:08,569329
464579,2025-09-06 01:13:44,500336
536906,2025-09-15 01:24:40,566580
482012,2025-09-18 03:48:16,492850
544636,2025-09-23 08:24:26,579305
536906,2025-10-07 09:10:34,477374
483005,2025-10-08 05:02:22,579305
483005,2025-10-08 18:45:41,579305
588172,2025-10-16 12:53:45,464579
636721,2025-10-20 02:52:04,536906
492850,2025-10-28 01:48:42,588172
492850,2025-10-28 07:05:03,588172
464579,2025-11-01 01:44:57,611238
557269,2025-11-08 11:40:34,639642
536906,2025-11-09 05:41:03,544636
464579,2025-11-12 15:18:10,521673
464579,2025-11-15 00:12:11,516393
536906,2025-12-05 02:32:48,557269
584457,2025-12-06 08:06:26,585606
492850,2025-12-13 06:20:27,580798
639642,2025-12-15 04:12:31,557269
464579,2025-12-17 03:02:36,645371
655963,2025-12-22 08:52:31,579305
579305,2025-12-27 06:08:52,655963
