Source,Time,Target
536906,2025-01-11 17:00:06,569329
483005,2025-01-15 01:24:04,655963
601496,2025-01-15 06:40:08,557269
584457,2025-01-28 00:16:23,639642
516873,2025-02-03 10:20:46,483005
492850,2025-02-04 12:50:30,580798
536906,2025-02-16 01:24:31,584457
544636,2025-03-01 00:03:09,544636
580798,2025-03-04 11:55:51,482012
546593,2025-03-09 03:42:02,580798
536906,2025-03-11 00:12:12,541907
464579,2025-03-20 04:06:23,611572
584457,2025-03-20 07:22:20,601496
584457,2025-03-21 02:27:30,639642
636721,2025-03-27 08:14:20,546593
536906,2025-04-05 06:57:35,585606
579305,2025-04-10 07:46:09,584457
566580,2025-04-15 02:08:53,584457
557269,2025-04-22 01:27:49,639642
536906,2025-05-06 07:17:58,571369
464579,2025-05-13 02:31:50,596726
546593,2025-05-28 01:00:43,657526
636721,2025-05-31 11:02:32,464579
639642,2025-06-04 08:39:02,557269
639642,2025-06-11 04:54:32,557269
464579,2025-06-17 02:36:10,459726
639642,2025-06-29 07:30:15,557269
536906,2025-07-07 06:08:52,483005
557269,2025-07-15 01:00:23,601496
655963,2025-07-19 06:52:28,579305
636721,2025-07-26 04:18:39,492850
579305,2025-08-02 05:30:36,584457
492850,2025-08-11 11:11:26,464579
541907,2025-08-18 08:00:24,628320
464579,2025-08-26 02:48:11,588172
585606,2025-08-29 01:20:35,516873
580798,2025-09-14 06:20:20,588172
569329,2025-09-15 06:52:37,588172
569329,2025-09-16 10:36:24,636721
464579,2025-10-06 05:40:25,623468
588172,2025-10-07 04:30:17,636721
579305,2025-10-08 02:00:00,639642
639642,2025-10-26 02:42:27,639642
464579,2025-11-06 02:23:03,536906
639642,2025-12-16 05:24:48,655963
