Source,Time,Target
538892,2025-01-24 09:13:44,614761
500813,2025-01-27 07:45:31,542965
500813,2025-01-28 13:09:37,614761
614761,2025-01-29 03:02:29,542965
500813,2025-02-04 10:28:20,538892
614761,2025-02-12 08:04:59,542965
500813,2025-02-17 16:18:44,572391
493094,2025-02-19 18:19:58,572391
536003,2025-02-22 21:53:04,572391
536003,2025-02-23 07:33:02,493094
521318,2025-02-24 23:49:58,572391
536003,2025-02-24 23:53:24,493094
493094,2025-02-25 09:31:50,536003
493094,2025-02-25 14:17:40,521318
521318,2025-02-26 11:26:32,493094
542649,2025-02-26 14:18:56,493094
493094,2025-02-27 21:12:07,572391
536003,2025-02-28 09:58:12,572391
614761,2025-03-01 06:27:35,572391
521318,2025-03-04 06:41:05,572391
572391,2025-03-04 16:10:06,493094
542649,2025-03-06 05:28:15,493094
614761,2025-03-06 06:24:50,538892
493094,2025-03-06 11:27:39,536003
572391,2025-03-06 19:41:36,493094
536003,2025-03-07 11:27:30,493094
542649,2025-03-07 22:11:28,493094
493094,2025-03-08 18:25:58,572391
500813,2025-03-08 20:28:43,542965
500813,2025-03-09 09:18:29,614761
493094,2025-03-10 14:31:15,536003
521318,2025-03-10 17:47:11,493094
572391,2025-03-10 19:48:10,493094
521318,2025-03-10 21:47:10,572391
536003,2025-03-11 10:01:51,572391
536003,2025-03-11 23:14:08,493094
521318,2025-03-12 11:14:31,572391
493094,2025-03-12 14:22:34,536003
572391,2025-03-14 12:01:32,493094
538892,2025-03-17 18:39:09,500813
493094,2025-03-17 19:55:47,536003
536003,2025-03-19 02:24:22,572391
521318,2025-03-19 15:06:48,493094
493094,2025-03-20 00:31:38,572391
493094,2025-03-21 11:49:40,536003
572391,2025-03-22 15:51:47,493094
521318,2025-03-25 17:31:17,572391
493094,2025-03-25 23:56:12,572391
493094,2025-03-27 04:54:20,536003
614761,2025-03-30 04:45:25,542965
493094,2025-03-30 09:14:19,572391
493094,2025-03-31 01:36:16,572391
521318,2025-04-02 12:05:15,493094
572391,2025-04-03 23:14:48,493094
521318,2025-04-05 00:25:49,572391
572391,2025-04-08 05:29:13,493094
521318,2025-04-11 17:08:01,572391
572391,2025-04-14 15:33:30,493094
544074,2025-04-15 17:12:29,516236
544074,2025-04-15 20:46:41,516236
544074,2025-04-16 17:55:05,607386
544074,2025-04-17 09:27:23,493652
541619,2025-04-19 23:39:52,538892
572391,2025-04-20 02:00:05,542649
542649,2025-04-20 14:27:29,572391
544074,2025-04-22 13:04:44,493652
500813,2025-04-22 23:12:36,614761
544074,2025-04-24 10:47:13,541619
572391,2025-04-25 16:50:12,542649
541619,2025-04-29 11:51:26,493652
607386,2025-04-30 06:13:53,516236
544074,2025-05-01 03:04:05,541619
607386,2025-05-02 06:12:16,538892
541619,2025-05-02 23:05:25,516236
493652,2025-05-03 09:31:36,538892
542649,2025-05-03 10:10:18,572391
544074,2025-05-05 12:07:48,516236
607386,2025-05-06 06:45:01,493652
541619,2025-05-06 19:35:45,607386
544074,2025-05-07 08:41:47,541619
544074,2025-05-09 00:31:29,541619
607386,2025-05-09 13:31:17,541619
607386,2025-05-10 19:39:57,538892
493652,2025-05-11 01:55:05,538892
572391,2025-05-19 11:33:47,542649
542649,2025-05-27 08:36:10,572391
542649,2025-06-06 04:20:10,572391
542649,2025-06-08 10:59:16,572391
538892,2025-07-12 11:59:52,541619
538892,2025-07-15 14:48:30,541619
538892,2025-07-22 13:52:14,541619
538892,2025-07-24 20:57:15,544074
544074,2025-07-27 14:48:37,538892
541619,2025-07-28 05:56:49,538892
538892,2025-07-29 21:44:57,544074
544074,2025-07-30 15:30:52,541619
538892,2025-08-01 06:39:48,544074
544074,2025-08-04 17:56:28,538892
544074,2025-08-07 18:31:49,541619
538892,2025-08-08 15:19:06,541619
544074,2025-08-09 05:05:47,541619
544074,2025-08-10 21:16:57,538892
538892,2025-08-13 03:13:27,544074
544074,2025-08-16 04:04:02,541619
544074,2025-08-19 04:33:58,541619
538892,2025-08-20 12:44:55,541619
541619,2025-08-20 21:57:32,544074
544074,2025-08-21 06:21:07,538892
541619,2025-08-22 13:28:57,538892
