Source,Time,Target
572413,2025-01-16 00:00:00,629627
572413,2025-01-16 01:49:31,505965
572413,2025-01-16 05:37:54,505965
629627,2025-01-16 05:43:35,515794
572413,2025-01-16 11:17:21,629627
572413,2025-01-16 16:25:21,515794
515794,2025-01-16 17:59:56,505965
515794,2025-01-16 20:08:39,505965
572413,2025-01-16 20:11:50,505965
572413,2025-01-16 23:26:10,515794
629627,2025-01-17 23:19:14,515794
572413,2025-01-18 01:51:53,505965
515794,2025-01-18 02:23:10,505965
572413,2025-01-18 09:37:30,629627
515794,2025-01-18 13:44:25,629627
515794,2025-01-18 17:38:56,505965
515794,2025-01-19 15:08:17,629627
572413,2025-01-20 07:51:37,515794
572413,2025-01-20 14:01:51,505965
572413,2025-01-20 14:54:41,629627
572413,2025-01-21 01:13:11,515794
515794,2025-01-21 01:35:39,629627
572413,2025-01-21 02:19:11,505965
629627,2025-01-21 14:25:37,505965
629627,2025-01-21 21:09:03,515794
515794,2025-01-21 22:46:52,629627
572413,2025-01-22 01:52:34,629627
572413,2025-01-22 04:27:43,629627
572413,2025-01-22 08:14:34,505965
572413,2025-01-22 16:19:59,505965
585212,2025-01-26 14:47:27,563211
541017,2025-01-28 13:33:55,629627
585212,2025-01-29 10:33:38,541017
585212,2025-01-30 00:24:47,599441
541017,2025-01-30 22:09:10,563211
582851,2025-02-03 06:46:31,541017
582851,2025-02-05 23:59:27,527597
582851,2025-02-07 08:01:53,585212
582851,2025-02-09 14:37:56,563211
541017,2025-02-10 13:01:02,563211
527597,2025-02-27 08:22:35,585212
527597,2025-02-27 22:23:31,585212
541017,2025-03-04 10:12:11,629627
527597,2025-03-08 11:15:27,534034
585212,2025-03-11 08:42:10,629627
527597,2025-03-11 13:35:07,599441
582851,2025-03-15 09:30:37,629627
527597,2025-03-15 21:33:19,563211
585212,2025-03-16 09:12:00,629627
585212,2025-03-18 13:57:36,563211
527597,2025-03-20 03:25:49,585212
585212,2025-03-20 12:35:32,599441
527597,2025-03-22 09:05:50,582851
585212,2025-03-24 03:38:28,563211
582851,2025-03-25 05:37:06,563211
527597,2025-03-26 01:04:10,582851
527597,2025-03-27 12:23:10,582851
527597,2025-03-29 15:54:47,585212
541017,2025-04-01 12:41:19,563211
585212,2025-04-05 06:40:14,534034
541017,2025-04-05 13:49:19,582851
582851,2025-04-07 23:43:03,563211
527597,2025-04-08 22:33:52,582851
541017,2025-04-10 18:10:06,599441
585212,2025-04-13 11:25:37,534034
585212,2025-04-14 02:38:12,629627
541017,2025-04-25 20:57:38,582851
582851,2025-04-27 19:34:53,541017
582851,2025-04-30 15:11:11,585212
629627,2025-05-02 06:45:09,534449
515794,2025-05-03 07:30:16,477138
505965,2025-05-03 12:40:12,639051
582851,2025-05-05 09:30:57,527597
582851,2025-05-05 12:18:08,541017
582851,2025-05-05 19:17:58,585212
602912,2025-05-07 05:11:22,544615
629627,2025-05-07 14:21:19,477138
629627,2025-05-07 22:52:16,515794
541017,2025-05-09 05:21:03,599441
505965,2025-05-10 19:12:18,515794
602912,2025-05-12 01:18:24,534449
505965,2025-05-12 08:24:44,602912
505965,2025-05-12 17:05:09,544615
505965,2025-05-15 05:54:30,534449
629627,2025-05-15 15:03:39,639051
515794,2025-05-16 10:58:04,602912
515794,2025-05-17 15:39:56,544615
629627,2025-05-19 11:53:29,602912
505965,2025-05-19 12:33:34,534449
505965,2025-05-19 14:23:07,515794
629627,2025-05-19 18:12:34,505965
515794,2025-05-20 19:35:59,505965
505965,2025-05-21 22:30:31,602912
515794,2025-05-23 06:50:30,505965
629627,2025-05-24 15:44:53,544615
629627,2025-05-25 00:40:13,544615
505965,2025-05-25 23:51:41,602912
505965,2025-05-26 04:21:55,629627
505965,2025-05-26 07:07:39,477138
477138,2025-08-30 06:35:31,639051
477138,2025-08-31 00:26:42,639051
477138,2025-09-04 23:07:13,629627
602912,2025-09-08 02:42:55,629627
629627,2025-09-08 06:09:48,602912
639051,2025-09-08 13:14:26,629627
477138,2025-09-08 16:41:12,602912
477138,2025-09-09 10:02:19,602912
629627,2025-09-11 11:57:32,602912
629627,2025-09-11 23:01:29,639051
629627,2025-09-12 03:51:49,602912
639051,2025-09-12 11:00:00,602912
629627,2025-09-14 07:36:02,477138
602912,2025-09-15 01:48:27,639051
477138,2025-09-15 02:50:17,639051
602912,2025-09-15 12:45:15,629627
639051,2025-09-15 13:00:20,602912
639051,2025-09-16 13:06:24,629627
