Source,Time,Target
599956,2025-01-16 00:00:00,635665
599956,2025-01-16 02:55:07,490041
599956,2025-01-16 04:37:59,490041
490041,2025-01-16 05:07:15,599956
490041,2025-01-16 09:57:39,599956
490041,2025-01-16 15:09:43,635665
599956,2025-01-16 20:15:49,635665
490041,2025-01-17 02:08:03,599956
599956,2025-01-17 15:19:24,589639
599956,2025-01-19 02:59:01,589639
599956,2025-01-19 05:59:40,635665
490041,2025-01-19 11:59:31,589639
490041,2025-01-19 17:24:07,635665
599956,2025-01-19 21:18:59,490041
599956,2025-01-20 05:49:11,635665
490041,2025-01-20 06:00:36,635665
599956,2025-01-20 09:07:26,589639
599956,2025-01-20 13:10:32,635665
599956,2025-01-20 14:09:10,589639
599956,2025-01-20 14:21:40,635665
490041,2025-01-21 12:30:43,599956
490041,2025-01-21 23:35:06,589639
490041,2025-01-22 00:23:57,599956
490041,2025-01-22 04:21:46,589639
599956,2025-01-22 09:18:15,635665
490041,2025-01-22 15:16:58,599956
533140,2025-01-27 15:00:27,591682
568093,2025-02-01 11:48:45,616050
568093,2025-02-14 10:09:16,632150
533140,2025-02-17 19:13:34,464459
533140,2025-02-18 15:01:06,616050
533140,2025-02-20 03:41:11,616050
568093,2025-02-25 16:42:18,533140
635665,2025-03-03 05:09:22,512397
635665,2025-03-07 02:57:35,550287
512397,2025-03-08 04:05:44,635665
635665,2025-03-08 10:14:33,559657
635665,2025-03-10 05:34:11,616050
512397,2025-03-12 04:34:57,635665
635665,2025-03-13 03:34:25,550287
635665,2025-03-13 14:32:06,512397
533140,2025-03-15 14:53:26,591682
568093,2025-03-17 08:02:08,464459
635665,2025-03-18 01:20:11,512397
635665,2025-03-19 17:15:14,559657
568093,2025-03-23 10:14:46,632150
635665,2025-03-23 23:37:48,559657
635665,2025-03-24 02:36:52,559657
512397,2025-03-24 23:21:18,635665
635665,2025-03-28 17:05:39,559657
635665,2025-03-29 16:22:01,512397
533140,2025-03-30 13:55:29,464459
533140,2025-04-01 21:04:17,464459
635665,2025-04-04 19:45:31,512397
512397,2025-04-06 18:48:44,635665
623295,2025-04-06 23:46:58,635665
599956,2025-04-07 18:07:47,570411
589639,2025-04-07 18:48:10,635665
550287,2025-04-08 08:35:33,512397
550361,2025-04-08 18:45:02,490041
599956,2025-04-09 00:34:23,493044
599956,2025-04-11 11:30:38,635665
550287,2025-04-11 13:29:23,512397
596193,2025-04-12 01:32:17,635665
550361,2025-04-12 06:10:34,596193
596193,2025-04-12 09:28:20,492777
490041,2025-04-12 13:39:19,599956
550361,2025-04-12 18:24:49,589639
512397,2025-04-13 00:44:12,550287
550287,2025-04-13 22:31:41,512397
623295,2025-04-13 23:35:09,550361
599956,2025-04-14 02:20:16,640464
568093,2025-04-14 18:26:59,632150
599956,2025-04-15 03:28:20,570411
596193,2025-04-15 08:20:09,492777
568093,2025-04-16 02:16:19,616050
