Source,Time,Location
490041,2025-01-17 09:43:01,0.0
599956,2025-01-17 11:22:56,0.0
599956,2025-01-17 23:13:06,0.0
490041,2025-01-18 15:03:20,0.0
599956,2025-01-18 18:53:39,0.0
599956,2025-01-18 20:01:59,0.0
490041,2025-01-19 03:39:59,0.0
490041,2025-01-20 14:45:26,0.0
490041,2025-01-21 01:46:04,0.0
490041,2025-01-21 04:13:18,0.0
490041,2025-01-21 11:16:27,0.0
599956,2025-01-21 17:07:23,0.0
599956,2025-01-22 02:00:22,0.0
599956,2025-01-22 05:03:46,0.0
490041,2025-01-22 08:29:36,0.0
490041,2025-01-22 15:31:35,0.0
632150,2025-02-02 11:32:24,2.0
635665,2025-02-08 08:49:11,0.0
616050,2025-02-10 08:43:58,2.0
632150,2025-02-13 22:31:06,2.0
632150,2025-03-06 19:18:40,2.0
533140,2025-03-12 04:43:07,2.0
635665,2025-03-19 16:47:06,0.0
616050,2025-03-19 21:44:26,2.0
533140,2025-03-22 18:09:46,2.0
632150,2025-03-28 15:16:57,2.0
616050,2025-03-29 02:51:56,2.0
635665,2025-04-06 09:39:52,0.0
599956,2025-04-07 03:46:12,0.0
599956,2025-04-11 20:19:55,0.0
599956,2025-04-11 22:51:20,0.0
599956,2025-04-12 10:48:40,0.0
599956,2025-04-13 10:36:10,0.0
599956,2025-04-14 11:59:04,0.0
599956,2025-04-15 01:03:18,0.0
599956,2025-04-15 04:25:41,0.0
490041,2025-04-16 09:03:13,0.0
599956,2025-04-16 09:31:01,0.0
616050,2025-04-16 13:53:11,2.0
490041,2025-04-18 07:58:37,0.0
599956,2025-04-18 19:42:13,0.0
599956,2025-04-21 06:29:17,0.0
635665,2025-04-21 18:25:01,0.0
599956,2025-04-22 12:19:58,0.0
632150,2025-04-24 17:54:05,2.0
599956,2025-04-25 09:35:36,0.0
616050,2025-04-25 10:52:13,2.0
464459,2025-04-25 18:45:20,0.0
490041,2025-04-26 04:04:18,0.0
599956,2025-04-26 17:15:48,0.0
599956,2025-04-26 21:06:40,0.0
635665,2025-04-29 04:16:20,0.0
632150,2025-05-01 14:06:35,2.0
632150,2025-05-01 17:30:25,2.0
599956,2025-05-01 22:45:05,0.0
616050,2025-05-02 13:22:54,2.0
599956,2025-05-02 23:56:45,0.0
599956,2025-05-03 16:27:43,0.0
616050,2025-05-07 11:28:07,2.0
632150,2025-05-08 08:40:57,2.0
632150,2025-05-09 13:20:46,2.0
623295,2025-08-19 00:08:44,3.0
623295,2025-08-22 05:20:56,3.0
623295,2025-08-26 03:17:20,3.0
492777,2025-08-30 01:03:59,3.0
492777,2025-08-30 03:23:12,3.0
492777,2025-08-30 13:26:07,3.0
550361,2025-08-30 15:05:17,2.0
635665,2025-08-30 17:34:54,0.0
635665,2025-08-30 19:03:17,0.0
492777,2025-08-31 01:08:53,3.0
492777,2025-08-31 05:52:46,3.0
550361,2025-08-31 09:56:27,2.0
623295,2025-08-31 11:48:09,3.0
492777,2025-09-02 03:24:10,3.0
550361,2025-09-02 03:31:22,2.0
623295,2025-09-02 13:35:49,3.0
623295,2025-09-04 05:54:18,3.0
635665,2025-09-04 13:28:59,0.0
492777,2025-09-05 07:54:00,3.0
492777,2025-09-05 15:28:29,3.0
623295,2025-09-06 05:48:02,3.0
635665,2025-09-06 06:06:33,0.0
623295,2025-09-07 02:51:24,3.0
623295,2025-09-08 11:01:12,3.0
550361,2025-09-09 05:06:40,2.0
623295,2025-09-10 11:03:07,3.0
623295,2025-09-10 18:31:23,3.0
635665,2025-09-10 22:53:12,0.0
492777,2025-09-12 09:23:01,3.0
635665,2025-09-14 08:10:05,0.0
492777,2025-09-14 15:04:15,3.0
635665,2025-09-16 23:47:45,0.0
492777,2025-09-17 20:08:06,3.0
492777,2025-09-17 21:40:22,3.0
623295,2025-09-17 22:35:14,3.0
492777,2025-09-19 10:24:54,3.0
