Source,Alcohol,Apparel and services,Donations,Education,Electricity,Entertainment,Gifts,Groceries,Healthcare,Home maintenance,Household furnishings,Household operations,Housekeeping supplies,Lodging away from home,Miscellaneous,Money income before taxes,Mortgage payments,Natural gas,Personal care products and services,Personal insurance and pensions,Personal taxes,Property taxes,Reading,Rented dwellings,Restaurants,Telephone services,Tobacco,Transportation,Water and other public services
0,1.1198208286674132,0.0,0.0,0.5599104143337066,4.479283314669653,0.0,0.0,16.7973124300112,0.0,0.2799552071668533,5.599104143337066,0.0,0.16797312430011196,4.479283314669653,2.2396416573348263,0.0,5.599104143337066,0.0,0.0,11.198208286674133,4.479283314669653,5.599104143337066,0.4479283314669653,22.396416573348265,0.0,1.6797312430011198,0.0,11.198208286674133,1.6797312430011198
2,0.2744990392533626,0.0,8.234971177600878,8.234971177600878,1.6469942355201759,0.0,0.0,5.489980785067252,8.234971177600878,2.744990392533626,5.489980785067252,2.744990392533626,1.0979961570134504,5.489980785067252,2.744990392533626,0.0,1.9214932747735385,0.0,0.02744990392533626,10.979961570134504,13.724951962668131,1.372495196266813,0.05489980785067252,13.724951962668131,0.5489980785067252,2.744990392533626,0.0,0.0,2.4704913532802633
27,0.8705114254624592,1.7410228509249184,2.176278563656148,4.352557127312296,1.3057671381936888,0.0,0.0,1.5233949945593037,13.057671381936888,1.958650707290533,1.5233949945593037,4.352557127312296,0.1088139281828074,10.88139281828074,8.705114254624592,0.0,0.0,0.0,0.6528835690968444,10.88139281828074,19.58650707290533,1.7410228509249184,0.0,13.057671381936888,0.0,0.0,0.0,0.0,1.5233949945593037
29,0.5571030640668524,1.1142061281337048,1.392757660167131,5.571030640668524,2.2284122562674096,0.0,0.0,2.785515320334262,0.0,2.785515320334262,2.785515320334262,0.2785515320334262,0.5571030640668524,5.571030640668524,2.785515320334262,0.0,1.1142061281337048,0.0,1.392757660167131,11.142061281337048,16.71309192200557,0.5571030640668524,0.0,16.71309192200557,0.0,0.0,0.0,22.284122562674096,1.6713091922005572
31,1.6346546791990193,2.043318348998774,0.8173273395995097,0.28606456885982834,1.6346546791990193,0.0,0.0,4.086636697997548,8.173273395995096,4.086636697997548,8.173273395995096,0.8173273395995097,2.4519820187985286,0.0,8.173273395995096,0.0,3.677973028197793,2.043318348998774,1.2259910093992643,4.086636697997548,2.8606456885982836,4.086636697997548,0.0,16.346546791990193,0.0,0.8173273395995097,0.0,20.43318348998774,2.043318348998774
33,1.1627906976744187,6.976744186046512,4.651162790697675,0.9302325581395349,1.1627906976744187,0.0,0.0,6.976744186046512,0.0,0.0,6.976744186046512,2.0930232558139537,0.46511627906976744,0.0,2.0930232558139537,0.0,4.651162790697675,0.0,1.1627906976744187,4.651162790697675,23.25581395348837,0.0,0.0,11.627906976744185,6.976744186046512,4.651162790697675,0.0,9.30232558139535,0.23255813953488372
34,1.0116337885685383,0.5058168942842691,4.046535154274153,0.0,0.0,0.0,0.0,0.20232675771370764,0.0,0.0,10.116337885685383,5.058168942842691,3.0349013657056148,1.5174506828528074,15.174506828528072,0.0,0.15174506828528073,0.0,2.0232675771370765,5.058168942842691,5.058168942842691,0.0,0.0,15.174506828528072,10.116337885685383,0.5058168942842691,0.0,20.232675771370765,1.0116337885685383
35,0.2331002331002331,0.0,0.0,0.0,2.0396270396270397,0.0,0.0,2.9137529137529135,0.0,0.0,0.2913752913752914,5.827505827505827,2.9137529137529135,2.9137529137529135,0.5827505827505828,0.0,0.0,0.0,1.7482517482517483,17.482517482517483,17.482517482517483,0.0,0.11655011655011654,17.482517482517483,8.741258741258742,0.0,0.0,17.482517482517483,1.7482517482517483
36,0.8064516129032258,2.0161290322580645,0.0,0.0,1.2096774193548387,0.0,0.0,8.064516129032258,0.0,0.0,8.064516129032258,2.82258064516129,1.6129032258064515,4.032258064516129,12.096774193548388,0.0,0.0,0.0,2.0161290322580645,4.032258064516129,0.0,0.0,0.8064516129032258,12.096774193548388,1.6129032258064515,0.4032258064516129,0.0,36.29032258064516,2.0161290322580645
37,2.039775624681285,0.25497195308516063,0.0,10.198878123406425,2.5497195308516063,0.0,0.0,10.198878123406425,0.0,4.07955124936257,10.198878123406425,0.0,0.0,0.0,10.198878123406425,0.0,1.5298317185109638,0.0,1.5298317185109638,25.497195308516062,0.0,5.099439061703213,0.3059663437021928,10.198878123406425,5.099439061703213,0.0,0.0,0.0,1.0198878123406425
